instant,dteday,season,temp,atemp,hum
2727,28-04-11,2,0.62,0.5909,0.78
2728,28-04-11,2,0.62,0.5758,0.83
2729,28-04-11,2,0.62,0.5758,0.83
2730,28-04-11,2,0.66,0.6212,0.69
2731,28-04-11,2,0.62,0.5909,0.78
2732,28-04-11,2,0.64,0.6212,0.47
2733,28-04-11,2,0.64,0.6212,0.47
2734,28-04-11,2,0.62,0.6212,0.43
2735,28-04-11,2,0.58,0.5455,0.43
2736,28-04-11,2,0.56,0.5303,0.46
2737,28-04-11,2,0.54,0.5152,0.45
2738,28-04-11,2,0.54,0.5152,0.39
2739,29-04-11,2,0.52,0.5,0.39
2740,29-04-11,2,0.5,0.4848,0.45
2741,29-04-11,2,0.46,0.4545,0.63
2742,29-04-11,2,0.46,0.4545,0.59
2743,29-04-11,2,0.46,0.4545,0.51
2744,29-04-11,2,0.46,0.4545,0.47
2745,29-04-11,2,0.5,0.4848,0.45
2746,29-04-11,2,0.52,0.5,0.42
2747,29-04-11,2,0.54,0.5152,0.39
2748,29-04-11,2,0.54,0.5152,0.39
2749,29-04-11,2,0.56,0.5303,0.4
2750,29-04-11,2,0.6,0.6212,0.38
2751,29-04-11,2,0.56,0.5303,0.37
2752,29-04-11,2,0.56,0.5303,0.37
2753,29-04-11,2,0.6,0.6212,0.35
2754,29-04-11,2,0.56,0.5303,0.4
2755,29-04-11,2,0.54,0.5152,0.42
2756,29-04-11,2,0.52,0.5,0.45
2757,29-04-11,2,0.52,0.5,0.48
2758,29-04-11,2,0.46,0.4545,0.55
2759,29-04-11,2,0.48,0.4697,0.48
2760,29-04-11,2,0.46,0.4545,0.51
2761,29-04-11,2,0.42,0.4242,0.58
2762,29-04-11,2,0.44,0.4394,0.54
2763,30-04-11,2,0.44,0.4394,0.54
2764,30-04-11,2,0.44,0.4394,0.54
2765,30-04-11,2,0.44,0.4394,0.54
2766,30-04-11,2,0.42,0.4242,0.54
2767,30-04-11,2,0.42,0.4242,0.54
2768,30-04-11,2,0.42,0.4242,0.54
2769,30-04-11,2,0.4,0.4091,0.58
2770,30-04-11,2,0.4,0.4091,0.54
2771,30-04-11,2,0.4,0.4091,0.54
2772,30-04-11,2,0.44,0.4394,0.51
2773,30-04-11,2,0.48,0.4697,0.44
2774,30-04-11,2,0.5,0.4848,0.42
2775,30-04-11,2,0.52,0.5,0.42
2776,30-04-11,2,0.54,0.5152,0.39
2777,30-04-11,2,0.54,0.5152,0.39
2778,30-04-11,2,0.56,0.5303,0.37
2779,30-04-11,2,0.58,0.5455,0.37
2780,30-04-11,2,0.56,0.5303,0.43
2781,30-04-11,2,0.54,0.5152,0.43
2782,30-04-11,2,0.54,0.5152,0.43
2783,30-04-11,2,0.44,0.4394,0.62
2784,30-04-11,2,0.44,0.4394,0.62
2785,30-04-11,2,0.44,0.4394,0.67
2786,30-04-11,2,0.44,0.4394,0.67
2787,01-05-11,2,0.42,0.4242,0.67
2788,01-05-11,2,0.42,0.4242,0.69
2789,01-05-11,2,0.42,0.4242,0.77
2790,01-05-11,2,0.4,0.4091,0.82
2791,01-05-11,2,0.4,0.4091,0.76
2792,01-05-11,2,0.4,0.4091,0.82
2793,01-05-11,2,0.4,0.4091,0.82
2794,01-05-11,2,0.42,0.4242,0.77
2795,01-05-11,2,0.44,0.4394,0.77
2796,01-05-11,2,0.46,0.4545,0.72
2797,01-05-11,2,0.48,0.4697,0.63
2798,01-05-11,2,0.46,0.4545,0.82
2799,01-05-11,2,0.48,0.4697,0.77
2800,01-05-11,2,0.5,0.4848,0.63
2801,01-05-11,2,0.5,0.4848,0.68
2802,01-05-11,2,0.5,0.4848,0.72
2803,01-05-11,2,0.5,0.4848,0.72
2804,01-05-11,2,0.48,0.4697,0.82
2805,01-05-11,2,0.46,0.4545,0.82
2806,01-05-11,2,0.46,0.4545,0.84
2807,01-05-11,2,0.46,0.4545,0.82
2808,01-05-11,2,0.46,0.4545,0.82
2809,01-05-11,2,0.46,0.4545,0.82
2810,01-05-11,2,0.46,0.4545,0.77
2811,02-05-11,2,0.46,0.4545,0.72
2812,02-05-11,2,0.46,0.4545,0.72
2813,02-05-11,2,0.44,0.4394,0.77
2814,02-05-11,2,0.44,0.4394,0.77
2815,02-05-11,2,0.44,0.4394,0.77
2816,02-05-11,2,0.44,0.4394,0.77
2817,02-05-11,2,0.44,0.4394,0.88
2818,02-05-11,2,0.46,0.4545,0.82
2819,02-05-11,2,0.48,0.4697,0.77
2820,02-05-11,2,0.5,0.4848,0.77
2821,02-05-11,2,0.54,0.5152,0.77
2822,02-05-11,2,0.58,0.5455,0.73
2823,02-05-11,2,0.62,0.6061,0.69
2824,02-05-11,2,0.62,0.6061,0.69
2825,02-05-11,2,0.64,0.6061,0.69
2826,02-05-11,2,0.66,0.6212,0.61
2827,02-05-11,2,0.66,0.6212,0.61
2828,02-05-11,2,0.66,0.6212,0.65
2829,02-05-11,2,0.64,0.6061,0.65
2830,02-05-11,2,0.62,0.6061,0.69
2831,02-05-11,2,0.62,0.6061,0.69
2832,02-05-11,2,0.6,0.5909,0.73
2833,02-05-11,2,0.6,0.5909,0.73
2834,02-05-11,2,0.56,0.5303,0.83
2835,03-05-11,2,0.56,0.5303,0.83
2836,03-05-11,2,0.56,0.5303,0.78
2837,03-05-11,2,0.56,0.5303,0.78
2838,03-05-11,2,0.54,0.5152,0.83
2839,03-05-11,2,0.52,0.5,0.88
2840,03-05-11,2,0.52,0.5,0.88
2841,03-05-11,2,0.52,0.5,0.94
2842,03-05-11,2,0.54,0.5152,0.88
2843,03-05-11,2,0.56,0.5303,0.83
2844,03-05-11,2,0.6,0.5758,0.78
2845,03-05-11,2,0.64,0.6061,0.69
2846,03-05-11,2,0.66,0.6212,0.65
2847,03-05-11,2,0.68,0.6364,0.61
2848,03-05-11,2,0.7,0.6515,0.58
2849,03-05-11,2,0.7,0.6515,0.58
2850,03-05-11,2,0.7,0.6515,0.58
2851,03-05-11,2,0.72,0.6667,0.54
2852,03-05-11,2,0.7,0.6515,0.54
2853,03-05-11,2,0.7,0.6515,0.48
2854,03-05-11,2,0.68,0.6364,0.57
2855,03-05-11,2,0.66,0.6212,0.61
2856,03-05-11,2,0.64,0.6212,0.61
2857,03-05-11,2,0.58,0.5455,0.6
2858,03-05-11,2,0.56,0.5303,0.68
2859,04-05-11,2,0.52,0.5,0.77
2860,04-05-11,2,0.5,0.4848,0.82
2861,04-05-11,2,0.5,0.4848,0.82
2862,04-05-11,2,0.42,0.4242,0.88
2863,04-05-11,2,0.38,0.3939,0.94
2864,04-05-11,2,0.36,0.3333,0.87
2865,04-05-11,2,0.34,0.303,0.93
2866,04-05-11,2,0.34,0.303,0.93
2867,04-05-11,2,0.34,0.303,0.93
2868,04-05-11,2,0.34,0.303,0.93
2869,04-05-11,2,0.34,0.3182,0.93
2870,04-05-11,2,0.4,0.4091,0.82
2871,04-05-11,2,0.44,0.4394,0.62
2872,04-05-11,2,0.46,0.4545,0.59
2873,04-05-11,2,0.5,0.4848,0.51
2874,04-05-11,2,0.48,0.4697,0.51
2875,04-05-11,2,0.5,0.4848,0.45
2876,04-05-11,2,0.4,0.4091,0.71
2877,04-05-11,2,0.42,0.4242,0.67
2878,04-05-11,2,0.42,0.4242,0.58
2879,04-05-11,2,0.4,0.4091,0.62
2880,04-05-11,2,0.4,0.4091,0.62
2881,04-05-11,2,0.38,0.3939,0.62
2882,04-05-11,2,0.36,0.3485,0.62
2883,05-05-11,2,0.36,0.3485,0.66
2884,05-05-11,2,0.34,0.3333,0.71
2885,05-05-11,2,0.34,0.3182,0.66
2886,05-05-11,2,0.34,0.3182,0.66
2887,05-05-11,2,0.34,0.3182,0.66
2888,05-05-11,2,0.34,0.3182,0.66
2889,05-05-11,2,0.34,0.3182,0.66
2890,05-05-11,2,0.38,0.3939,0.58
2891,05-05-11,2,0.42,0.4242,0.5
2892,05-05-11,2,0.46,0.4545,0.44
2893,05-05-11,2,0.5,0.4848,0.39
2894,05-05-11,2,0.52,0.5,0.36
2895,05-05-11,2,0.52,0.5,0.34
2896,05-05-11,2,0.54,0.5152,0.3
2897,05-05-11,2,0.54,0.5152,0.28
2898,05-05-11,2,0.56,0.5303,0.26
2899,05-05-11,2,0.58,0.5455,0.24
2900,05-05-11,2,0.56,0.5303,0.26
2901,05-05-11,2,0.56,0.5303,0.26
2902,05-05-11,2,0.54,0.5152,0.28
2903,05-05-11,2,0.5,0.4848,0.34
2904,05-05-11,2,0.5,0.4848,0.36
2905,05-05-11,2,0.48,0.4697,0.39
2906,05-05-11,2,0.46,0.4545,0.41
2907,06-05-11,2,0.44,0.4394,0.44
2908,06-05-11,2,0.4,0.4091,0.62
2909,06-05-11,2,0.38,0.3939,0.62
2910,06-05-11,2,0.36,0.3636,0.71
2911,06-05-11,2,0.36,0.3636,0.71
2912,06-05-11,2,0.34,0.3485,0.81
2913,06-05-11,2,0.36,0.3636,0.81
2914,06-05-11,2,0.4,0.4091,0.82
2915,06-05-11,2,0.42,0.4242,0.77
2916,06-05-11,2,0.46,0.4545,0.67
2917,06-05-11,2,0.54,0.5152,0.49
2918,06-05-11,2,0.54,0.5152,0.49
2919,06-05-11,2,0.56,0.5303,0.49
2920,06-05-11,2,0.58,0.5455,0.4
2921,06-05-11,2,0.6,0.6212,0.4
2922,06-05-11,2,0.6,0.6212,0.38
2923,06-05-11,2,0.6,0.6212,0.4
2924,06-05-11,2,0.58,0.5455,0.4
2925,06-05-11,2,0.54,0.5152,0.52
2926,06-05-11,2,0.54,0.5152,0.52
2927,06-05-11,2,0.52,0.5,0.48
2928,06-05-11,2,0.48,0.4697,0.67
2929,06-05-11,2,0.46,0.4545,0.72
2930,06-05-11,2,0.44,0.4394,0.82
2931,07-05-11,2,0.42,0.4242,0.82
2932,07-05-11,2,0.42,0.4242,0.82
2933,07-05-11,2,0.42,0.4242,0.82
2934,07-05-11,2,0.42,0.4242,0.77
2935,07-05-11,2,0.4,0.4091,0.82
2936,07-05-11,2,0.46,0.4545,0.59
2937,07-05-11,2,0.42,0.4242,0.77
2938,07-05-11,2,0.48,0.4697,0.59
2939,07-05-11,2,0.52,0.5,0.52
2940,07-05-11,2,0.54,0.5152,0.49
2941,07-05-11,2,0.56,0.5303,0.49
2942,07-05-11,2,0.56,0.5303,0.43
2943,07-05-11,2,0.6,0.6212,0.4
2944,07-05-11,2,0.6,0.6212,0.35
2945,07-05-11,2,0.6,0.6212,0.35
2946,07-05-11,2,0.6,0.6212,0.38
2947,07-05-11,2,0.6,0.6212,0.38
2948,07-05-11,2,0.58,0.5455,0.4
2949,07-05-11,2,0.58,0.5455,0.37
2950,07-05-11,2,0.56,0.5303,0.43
2951,07-05-11,2,0.56,0.5303,0.43
2952,07-05-11,2,0.54,0.5152,0.49
2953,07-05-11,2,0.54,0.5152,0.49
2954,07-05-11,2,0.5,0.4848,0.59
2955,08-05-11,2,0.5,0.4848,0.59
2956,08-05-11,2,0.52,0.5,0.55
2957,08-05-11,2,0.48,0.4697,0.63
2958,08-05-11,2,0.46,0.4545,0.72
2959,08-05-11,2,0.42,0.4242,0.82
2960,08-05-11,2,0.44,0.4394,0.77
2961,08-05-11,2,0.44,0.4394,0.82
2962,08-05-11,2,0.46,0.4545,0.82
2963,08-05-11,2,0.52,0.5,0.63
2964,08-05-11,2,0.56,0.5303,0.52
2965,08-05-11,2,0.58,0.5455,0.49
2966,08-05-11,2,0.58,0.5455,0.49
2967,08-05-11,2,0.6,0.6212,0.46
2968,08-05-11,2,0.6,0.6212,0.49
2969,08-05-11,2,0.6,0.6212,0.49
2970,08-05-11,2,0.6,0.6212,0.49
2971,08-05-11,2,0.6,0.6212,0.46
2972,08-05-11,2,0.58,0.5455,0.49
2973,08-05-11,2,0.58,0.5455,0.49
2974,08-05-11,2,0.56,0.5303,0.64
2975,08-05-11,2,0.52,0.5,0.77
2976,08-05-11,2,0.52,0.5,0.77
2977,08-05-11,2,0.5,0.4848,0.88
2978,08-05-11,2,0.46,0.4545,0.88
2979,09-05-11,2,0.46,0.4545,0.82
2980,09-05-11,2,0.44,0.4394,0.88
2981,09-05-11,2,0.44,0.4394,0.94
2982,09-05-11,2,0.46,0.4545,0.82
2983,09-05-11,2,0.42,0.4242,0.82
2984,09-05-11,2,0.42,0.4242,0.77
2985,09-05-11,2,0.44,0.4394,0.72
2986,09-05-11,2,0.48,0.4697,0.63
2987,09-05-11,2,0.52,0.5,0.55
2988,09-05-11,2,0.54,0.5152,0.56
2989,09-05-11,2,0.56,0.5303,0.52
2990,09-05-11,2,0.6,0.6212,0.46
2991,09-05-11,2,0.6,0.6212,0.43
2992,09-05-11,2,0.62,0.6212,0.38
2993,09-05-11,2,0.62,0.6212,0.41
2994,09-05-11,2,0.62,0.6212,0.41
2995,09-05-11,2,0.64,0.6212,0.38
2996,09-05-11,2,0.62,0.6212,0.38
2997,09-05-11,2,0.62,0.6212,0.38
2998,09-05-11,2,0.58,0.5455,0.43
2999,09-05-11,2,0.54,0.5152,0.49
3000,09-05-11,2,0.52,0.5,0.59
3001,09-05-11,2,0.52,0.5,0.68
3002,09-05-11,2,0.5,0.4848,0.68
3003,10-05-11,2,0.48,0.4697,0.63
3004,10-05-11,2,0.46,0.4545,0.59
3005,10-05-11,2,0.44,0.4394,0.58
3006,10-05-11,2,0.44,0.4394,0.54
3007,10-05-11,2,0.42,0.4242,0.62
3008,10-05-11,2,0.4,0.4091,0.66
3009,10-05-11,2,0.42,0.4242,0.67
3010,10-05-11,2,0.44,0.4394,0.62
3011,10-05-11,2,0.5,0.4848,0.51
3012,10-05-11,2,0.52,0.5,0.48
3013,10-05-11,2,0.56,0.5303,0.37
3014,10-05-11,2,0.56,0.5303,0.43
3015,10-05-11,2,0.6,0.6212,0.38
3016,10-05-11,2,0.62,0.6212,0.38
3017,10-05-11,2,0.62,0.6212,0.33
3018,10-05-11,2,0.64,0.6212,0.33
3019,10-05-11,2,0.66,0.6212,0.31
3020,10-05-11,2,0.64,0.6212,0.33
3021,10-05-11,2,0.64,0.6212,0.29
3022,10-05-11,2,0.6,0.6212,0.43
3023,10-05-11,2,0.54,0.5152,0.6
3024,10-05-11,2,0.54,0.5152,0.52
3025,10-05-11,2,0.52,0.5,0.55
3026,10-05-11,2,0.52,0.5,0.59
3027,11-05-11,2,0.52,0.5,0.55
3028,11-05-11,2,0.5,0.4848,0.59
3029,11-05-11,2,0.52,0.5,0.59
3030,11-05-11,2,0.5,0.4848,0.63
3031,11-05-11,2,0.48,0.4697,0.88
3032,11-05-11,2,0.46,0.4545,0.88
3033,11-05-11,2,0.46,0.4545,0.82
3034,11-05-11,2,0.48,0.4697,0.72
3035,11-05-11,2,0.48,0.4697,0.77
3036,11-05-11,2,0.52,0.5,0.72
3037,11-05-11,2,0.54,0.5152,0.68
3038,11-05-11,2,0.56,0.5303,0.64
3039,11-05-11,2,0.6,0.6212,0.56
3040,11-05-11,2,0.62,0.6212,0.5
3041,11-05-11,2,0.62,0.6212,0.53
3042,11-05-11,2,0.64,0.6212,0.41
3043,11-05-11,2,0.66,0.6212,0.39
3044,11-05-11,2,0.64,0.6212,0.47
3045,11-05-11,2,0.62,0.6212,0.5
3046,11-05-11,2,0.56,0.5303,0.52
3047,11-05-11,2,0.54,0.5152,0.64
3048,11-05-11,2,0.54,0.5152,0.6
3049,11-05-11,2,0.5,0.4848,0.72
3050,11-05-11,2,0.46,0.4545,0.88
3051,12-05-11,2,0.46,0.4545,0.88
3052,12-05-11,2,0.46,0.4545,0.88
3053,12-05-11,2,0.44,0.4394,0.94
3054,12-05-11,2,0.44,0.4394,0.88
3055,12-05-11,2,0.42,0.4242,0.94
3056,12-05-11,2,0.42,0.4242,0.94
3057,12-05-11,2,0.44,0.4394,0.88
3058,12-05-11,2,0.46,0.4545,0.88
3059,12-05-11,2,0.48,0.4697,0.82
3060,12-05-11,2,0.5,0.4848,0.77
3061,12-05-11,2,0.54,0.5152,0.68
3062,12-05-11,2,0.58,0.5455,0.6
3063,12-05-11,2,0.58,0.5455,0.6
3064,12-05-11,2,0.62,0.6212,0.57
3065,12-05-11,2,0.62,0.6061,0.61
3066,12-05-11,2,0.64,0.6212,0.53
3067,12-05-11,2,0.64,0.6212,0.57
3068,12-05-11,2,0.64,0.6212,0.57
3069,12-05-11,2,0.62,0.6061,0.69
3070,12-05-11,2,0.6,0.6061,0.64
3071,12-05-11,2,0.6,0.6061,0.64
3072,12-05-11,2,0.56,0.5303,0.83
3073,12-05-11,2,0.54,0.5152,0.83
3074,12-05-11,2,0.54,0.5152,0.77
3075,13-05-11,2,0.52,0.5,0.83
3076,13-05-11,2,0.52,0.5,0.83
3077,13-05-11,2,0.5,0.4848,0.88
3078,13-05-11,2,0.5,0.4848,0.88
3079,13-05-11,2,0.5,0.4848,0.88
3080,13-05-11,2,0.5,0.4848,0.88
3081,13-05-11,2,0.5,0.4848,0.88
3082,13-05-11,2,0.5,0.4848,0.88
3083,13-05-11,2,0.5,0.4848,0.88
3084,13-05-11,2,0.5,0.4848,0.88
3085,13-05-11,2,0.52,0.5,0.83
3086,13-05-11,2,0.52,0.5,0.83
3087,13-05-11,2,0.52,0.5,0.88
3088,13-05-11,2,0.52,0.5,0.88
3089,13-05-11,2,0.52,0.5,0.87
3090,13-05-11,2,0.52,0.5,0.88
3091,13-05-11,2,0.52,0.5,0.88
3092,13-05-11,2,0.52,0.5,0.88
3093,13-05-11,2,0.52,0.5,0.88
3094,13-05-11,2,0.52,0.5,0.83
3095,13-05-11,2,0.52,0.5,0.83
3096,13-05-11,2,0.52,0.5,0.84
3097,13-05-11,2,0.52,0.5,0.83
3098,13-05-11,2,0.5,0.4848,0.88
3099,14-05-11,2,0.5,0.4848,0.88
3100,14-05-11,2,0.5,0.4848,0.88
3101,14-05-11,2,0.5,0.4848,0.88
3102,14-05-11,2,0.5,0.4848,0.88
3103,14-05-11,2,0.5,0.4848,0.82
3104,14-05-11,2,0.5,0.4848,0.82
3105,14-05-11,2,0.5,0.4848,0.88
3106,14-05-11,2,0.48,0.4697,1
3107,14-05-11,2,0.5,0.4848,0.94
3108,14-05-11,2,0.52,0.5,0.94
3109,14-05-11,2,0.52,0.5,0.94
3110,14-05-11,2,0.52,0.5,0.94
3111,14-05-11,2,0.52,0.5,1
3112,14-05-11,2,0.52,0.5,1
3113,14-05-11,2,0.54,0.5152,0.94
3114,14-05-11,2,0.54,0.5152,0.94
3115,14-05-11,2,0.54,0.5152,0.94
3116,14-05-11,2,0.56,0.5303,0.88
3117,14-05-11,2,0.56,0.5303,0.88
3118,14-05-11,2,0.54,0.5152,0.94
3119,14-05-11,2,0.54,0.5152,0.94
3120,14-05-11,2,0.54,0.5152,0.94
3121,14-05-11,2,0.54,0.5152,0.94
3122,14-05-11,2,0.52,0.5,1
3123,15-05-11,2,0.52,0.5,1
3124,15-05-11,2,0.52,0.5,1
3125,15-05-11,2,0.52,0.5,1
3126,15-05-11,2,0.52,0.5,1
3127,15-05-11,2,0.52,0.5,1
3128,15-05-11,2,0.52,0.5,1
3129,15-05-11,2,0.52,0.5,1
3130,15-05-11,2,0.52,0.5,1
3131,15-05-11,2,0.54,0.5152,0.94
3132,15-05-11,2,0.58,0.5455,0.83
3133,15-05-11,2,0.58,0.5455,0.83
3134,15-05-11,2,0.6,0.5758,0.78
3135,15-05-11,2,0.62,0.5909,0.73
3136,15-05-11,2,0.62,0.5909,0.73
3137,15-05-11,2,0.64,0.6061,0.73
3138,15-05-11,2,0.66,0.6212,0.69
3139,15-05-11,2,0.64,0.6061,0.69
3140,15-05-11,2,0.56,0.5303,0.78
3141,15-05-11,2,0.56,0.5303,0.78
3142,15-05-11,2,0.56,0.5303,0.83
3143,15-05-11,2,0.54,0.5152,0.88
3144,15-05-11,2,0.54,0.5152,0.88
3145,15-05-11,2,0.56,0.5303,0.83
3146,15-05-11,2,0.54,0.5152,0.88
3147,16-05-11,2,0.52,0.5,0.94
3148,16-05-11,2,0.52,0.5,0.94
3149,16-05-11,2,0.5,0.4848,1
3150,16-05-11,2,0.5,0.4848,0.94
3151,16-05-11,2,0.5,0.4848,1
3152,16-05-11,2,0.5,0.4848,0.93
3153,16-05-11,2,0.52,0.5,0.88
3154,16-05-11,2,0.52,0.5,0.83
3155,16-05-11,2,0.56,0.5303,0.73
3156,16-05-11,2,0.6,0.5909,0.69
3157,16-05-11,2,0.62,0.6061,0.65
3158,16-05-11,2,0.64,0.6212,0.57
3159,16-05-11,2,0.66,0.6212,0.54
3160,16-05-11,2,0.68,0.6364,0.51
3161,16-05-11,2,0.68,0.6364,0.51
3162,16-05-11,2,0.72,0.6667,0.51
3163,16-05-11,2,0.6,0.5758,0.78
3164,16-05-11,2,0.58,0.5455,0.88
3165,16-05-11,2,0.58,0.5455,0.83
3166,16-05-11,2,0.58,0.5455,0.83
3167,16-05-11,2,0.58,0.5455,0.83
3168,16-05-11,2,0.58,0.5455,0.83
3169,16-05-11,2,0.56,0.5303,0.88
3170,16-05-11,2,0.56,0.5303,0.88
3171,17-05-11,2,0.56,0.5303,0.88
3172,17-05-11,2,0.56,0.5303,0.88
3173,17-05-11,2,0.56,0.5303,0.88
3174,17-05-11,2,0.54,0.5152,0.94
3175,17-05-11,2,0.54,0.5152,0.94
3176,17-05-11,2,0.52,0.5,0.94
3177,17-05-11,2,0.52,0.5,0.94
3178,17-05-11,2,0.52,0.5,0.94
3179,17-05-11,2,0.52,0.5,0.94
3180,17-05-11,2,0.54,0.5152,0.88
3181,17-05-11,2,0.54,0.5152,0.88
3182,17-05-11,2,0.56,0.5303,0.83
3183,17-05-11,2,0.56,0.5303,0.83
3184,17-05-11,2,0.56,0.5303,0.88
3185,17-05-11,2,0.62,0.5909,0.73
3186,17-05-11,2,0.62,0.6061,0.69
3187,17-05-11,2,0.62,0.6061,0.61
3188,17-05-11,2,0.62,0.6061,0.65
3189,17-05-11,2,0.6,0.5909,0.69
3190,17-05-11,2,0.6,0.5909,0.69
3191,17-05-11,2,0.58,0.5455,0.83
3192,17-05-11,2,0.54,0.5152,0.88
3193,17-05-11,2,0.54,0.5152,0.88
3194,17-05-11,2,0.54,0.5152,0.88
3195,18-05-11,2,0.54,0.5152,0.88
3196,18-05-11,2,0.54,0.5152,0.88
3197,18-05-11,2,0.52,0.5,0.94
3198,18-05-11,2,0.52,0.5,0.94
3199,18-05-11,2,0.52,0.5,0.94
3200,18-05-11,2,0.52,0.5,1
3201,18-05-11,2,0.52,0.5,1
3202,18-05-11,2,0.54,0.5152,0.88
3203,18-05-11,2,0.56,0.5303,0.88
3204,18-05-11,2,0.56,0.5303,0.83
3205,18-05-11,2,0.54,0.5152,0.88
3206,18-05-11,2,0.54,0.5152,0.94
3207,18-05-11,2,0.56,0.5303,0.94
3208,18-05-11,2,0.56,0.5303,0.83
3209,18-05-11,2,0.58,0.5455,0.78
3210,18-05-11,2,0.6,0.5758,0.78
3211,18-05-11,2,0.6,0.5909,0.73
3212,18-05-11,2,0.6,0.5909,0.69
3213,18-05-11,2,0.6,0.5909,0.73
3214,18-05-11,2,0.56,0.5303,0.88
3215,18-05-11,2,0.56,0.5303,0.88
3216,18-05-11,2,0.52,0.5,0.88
3217,18-05-11,2,0.52,0.5,0.83
3218,18-05-11,2,0.52,0.5,0.94
3219,19-05-11,2,0.52,0.5,0.94
3220,19-05-11,2,0.5,0.4848,0.94
3221,19-05-11,2,0.5,0.4848,0.94
3222,19-05-11,2,0.48,0.4697,1
3223,19-05-11,2,0.48,0.4697,0.94
3224,19-05-11,2,0.48,0.4697,0.94
3225,19-05-11,2,0.5,0.4848,0.94
3226,19-05-11,2,0.5,0.4848,1
3227,19-05-11,2,0.52,0.5,0.88
3228,19-05-11,2,0.54,0.5152,0.88
3229,19-05-11,2,0.54,0.5152,0.83
3230,19-05-11,2,0.54,0.5152,0.88
3231,19-05-11,2,0.58,0.5455,0.78
3232,19-05-11,2,0.58,0.5455,0.64
3233,19-05-11,2,0.54,0.5152,0.73
3234,19-05-11,2,0.56,0.5303,0.78
3235,19-05-11,2,0.58,0.5455,0.64
3236,19-05-11,2,0.56,0.5303,0.78
3237,19-05-11,2,0.6,0.6212,0.55
3238,19-05-11,2,0.58,0.5455,0.6
3239,19-05-11,2,0.54,0.5152,0.77
3240,19-05-11,2,0.54,0.5152,0.77
3241,19-05-11,2,0.5,0.4848,0.82
3242,19-05-11,2,0.48,0.4697,0.94
3243,20-05-11,2,0.46,0.4545,0.94
3244,20-05-11,2,0.46,0.4545,1
3245,20-05-11,2,0.44,0.4394,1
3246,20-05-11,2,0.44,0.4394,1
3247,20-05-11,2,0.44,0.4394,0.94
3248,20-05-11,2,0.44,0.4394,0.94
3249,20-05-11,2,0.46,0.4545,0.88
3250,20-05-11,2,0.5,0.4848,0.77
3251,20-05-11,2,0.54,0.5152,0.68
3252,20-05-11,2,0.54,0.5152,0.68
3253,20-05-11,2,0.56,0.5303,0.64
3254,20-05-11,2,0.58,0.5455,0.6
3255,20-05-11,2,0.6,0.6212,0.56
3256,20-05-11,2,0.6,0.6212,0.56
3257,20-05-11,2,0.62,0.6212,0.53
3258,20-05-11,2,0.6,0.6212,0.56
3259,20-05-11,2,0.6,0.6212,0.53
3260,20-05-11,2,0.62,0.6212,0.53
3261,20-05-11,2,0.6,0.6212,0.56
3262,20-05-11,2,0.58,0.5455,0.64
3263,20-05-11,2,0.58,0.5455,0.64
3264,20-05-11,2,0.56,0.5303,0.64
3265,20-05-11,2,0.54,0.5152,0.73
3266,20-05-11,2,0.52,0.5,0.72
3267,21-05-11,2,0.52,0.5,0.77
3268,21-05-11,2,0.52,0.5,0.72
3269,21-05-11,2,0.52,0.5,0.72
3270,21-05-11,2,0.48,0.4697,0.82
3271,21-05-11,2,0.46,0.4545,0.88
3272,21-05-11,2,0.46,0.4545,0.88
3273,21-05-11,2,0.5,0.4848,0.82
3274,21-05-11,2,0.54,0.5152,0.73
3275,21-05-11,2,0.56,0.5303,0.68
3276,21-05-11,2,0.6,0.6061,0.64
3277,21-05-11,2,0.62,0.6061,0.61
3278,21-05-11,2,0.64,0.6212,0.53
3279,21-05-11,2,0.66,0.6212,0.5
3280,21-05-11,2,0.7,0.6364,0.45
3281,21-05-11,2,0.72,0.6515,0.42
3282,21-05-11,2,0.72,0.6515,0.45
3283,21-05-11,2,0.72,0.6515,0.39
3284,21-05-11,2,0.72,0.6515,0.42
3285,21-05-11,2,0.7,0.6364,0.45
3286,21-05-11,2,0.68,0.6364,0.47
3287,21-05-11,2,0.62,0.6061,0.61
3288,21-05-11,2,0.62,0.6061,0.61
3289,21-05-11,2,0.6,0.5909,0.69
3290,21-05-11,2,0.58,0.5455,0.78
3291,22-05-11,2,0.54,0.5152,0.88
3292,22-05-11,2,0.52,0.5,0.94
3293,22-05-11,2,0.52,0.5,0.94
3294,22-05-11,2,0.5,0.4848,1
3295,22-05-11,2,0.5,0.4848,1
3296,22-05-11,2,0.5,0.4848,1
3297,22-05-11,2,0.52,0.5,0.94
3298,22-05-11,2,0.54,0.5152,0.88
3299,22-05-11,2,0.6,0.5909,0.73
3300,22-05-11,2,0.62,0.6061,0.69
3301,22-05-11,2,0.64,0.6061,0.65
3302,22-05-11,2,0.7,0.6515,0.54
3303,22-05-11,2,0.72,0.6667,0.51
3304,22-05-11,2,0.66,0.6212,0.54
3305,22-05-11,2,0.62,0.6061,0.69
3306,22-05-11,2,0.66,0.6212,0.61
3307,22-05-11,2,0.68,0.6364,0.61
3308,22-05-11,2,0.7,0.6515,0.58
3309,22-05-11,2,0.66,0.6212,0.61
3310,22-05-11,2,0.66,0.6212,0.61
3311,22-05-11,2,0.64,0.6061,0.65
3312,22-05-11,2,0.62,0.5909,0.73
3313,22-05-11,2,0.6,0.5606,0.83
3314,22-05-11,2,0.58,0.5455,0.83
